parent-sku,creation-date,name,sku,breeder,price,msrp,pack-size,description,aka,genetics,variety,flowering-time,flowering-type,sex,thc-content,cbd-content,yield,grows,plant-height,medical-conditions,medical-properties,effect,url,image-1,image-2,categories
SENF0006,"2011-10-20 16:30:35","Mixed Feminised Seeds - 20 ",SENF0006,"Sensi Seeds",37.7400,80.0000,"20 Seeds","An all-female garden of powerful Indicas and Sativas is easy with this mix of seeds taken from Sensi Seeds' collection of feminised strains.",,,"Indica / Sativa",,Photoperiod,Feminised,,Unknown,,,,,,,https://tiger-one.eu/en/categories/feminised-cannabis-seeds/mixed-feminised-seeds-20,http://tiger-one.eu/media/catalog/product/f/e/feminized-mix.jpg,,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-ssk-fem,"2011-10-21 10:59:58","Shiva Skunk Feminised Seeds",sensi-ssk-fem,"Sensi Seeds",0.0000,28.0000,,"The most powerful member of the Skunk family and therefore one of the most potent Indica-dominant strains ever made available, this very special hybrid is named in honour of the Hindu god Shiva, the Lord of Bhang.Shiva Skunk seeds were an instant hit when released in 1987 as NL#5 x Sk#1. That simple working-title was of great interest to any growers familiar with the two famous parent-plants. A new cannabis strain combining distinct and stable genotypes is always noteworthy event, and that particular string of letters indicated something extraordinary.NL#5 x Sk#1 offered growers a taste of &acute;cannabis cubed&acute; - a super-hybrid embodying the two most powerful cannabis strains known at the time. Before being formally named, Shiva Skunk was already building a reputation as the next step in marijuana breeding. Now, Sensi Seeds has taken Shiva Skunk one step further, releasing one of their all-time favourite strains as a uniform, reliable, all-female variety!Both parents influence the prolific bud structure and knock-down potency of feminized Shiva Skunk seeds. Later in flowering, her buds greatly increase their mass and density and become encrusted with a trademark layer of oversized resin glands, courtesy of the one and only Northern Lights #5. Remarkable hybrid vigour allows feminized Shiva Skunk to out-perform even its distinguished parents in terms of yield and resin content.Bouquet is musky and dank with sweet-citrus undertones; smoke is thick, expansive and resinous, described as &acute;creamy&acute; by veterans, sometimes as &acute;oily&acute; or &acute;heavy&acute; by novices. Shiva Skunk&acute;s extreme body-mind potency can have a range of different effects in smokers, making them red-eyed and giggly, or deeply contemplative, or even filling them with energy and a desire for adventure. This is not a smoke to be taken lightly; remember that Lord Shiva&acute;s primary title is The Destroyer!",,"NL #5 x Skunk #1","Mostly Indica","45-55 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Body,Head,Long-lasting,Strong",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/shiva-skunk-feminised-seeds,http://tiger-one.eu/media/catalog/product/s/h/shiva-skunk-feminised.jpg,http://tiger-one.eu/media/catalog/product/s/h/shiva_skunk_fem.jpeg,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-ssk-fem,"2011-10-21 11:03:05","Shiva Skunk Feminised Seeds",SENF0007,"Sensi Seeds",41.0400,87.0000,"10 Seeds","The most powerful member of the Skunk family and therefore one of the most potent Indica-dominant strains ever made available, this very special hybrid is named in honour of the Hindu god Shiva, the Lord of Bhang.Shiva Skunk seeds were an instant hit when released in 1987 as NL#5 x Sk#1. That simple working-title was of great interest to any growers familiar with the two famous parent-plants. A new cannabis strain combining distinct and stable genotypes is always noteworthy event, and that particular string of letters indicated something extraordinary.NL#5 x Sk#1 offered growers a taste of &acute;cannabis cubed&acute; - a super-hybrid embodying the two most powerful cannabis strains known at the time. Before being formally named, Shiva Skunk was already building a reputation as the next step in marijuana breeding. Now, Sensi Seeds has taken Shiva Skunk one step further, releasing one of their all-time favourite strains as a uniform, reliable, all-female variety!Both parents influence the prolific bud structure and knock-down potency of feminized Shiva Skunk seeds. Later in flowering, her buds greatly increase their mass and density and become encrusted with a trademark layer of oversized resin glands, courtesy of the one and only Northern Lights #5. Remarkable hybrid vigour allows feminized Shiva Skunk to out-perform even its distinguished parents in terms of yield and resin content.Bouquet is musky and dank with sweet-citrus undertones; smoke is thick, expansive and resinous, described as &acute;creamy&acute; by veterans, sometimes as &acute;oily&acute; or &acute;heavy&acute; by novices. Shiva Skunk&acute;s extreme body-mind potency can have a range of different effects in smokers, making them red-eyed and giggly, or deeply contemplative, or even filling them with energy and a desire for adventure. This is not a smoke to be taken lightly; remember that Lord Shiva&acute;s primary title is The Destroyer!",,"NL #5 x Skunk #1","Mostly Indica","45-55 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Body,Head,Long-lasting,Strong",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/shiva-skunk-feminised-seeds-2241,,,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-ssk-fem,"2011-10-21 11:05:51","Shiva Skunk Feminised Seeds",SENF0507,"Sensi Seeds",21.2300,45.0000,"5 Seeds","The most powerful member of the Skunk family and therefore one of the most potent Indica-dominant strains ever made available, this very special hybrid is named in honour of the Hindu god Shiva, the Lord of Bhang.Shiva Skunk seeds were an instant hit when released in 1987 as NL#5 x Sk#1. That simple working-title was of great interest to any growers familiar with the two famous parent-plants. A new cannabis strain combining distinct and stable genotypes is always noteworthy event, and that particular string of letters indicated something extraordinary.NL#5 x Sk#1 offered growers a taste of &acute;cannabis cubed&acute; - a super-hybrid embodying the two most powerful cannabis strains known at the time. Before being formally named, Shiva Skunk was already building a reputation as the next step in marijuana breeding. Now, Sensi Seeds has taken Shiva Skunk one step further, releasing one of their all-time favourite strains as a uniform, reliable, all-female variety!Both parents influence the prolific bud structure and knock-down potency of feminized Shiva Skunk seeds. Later in flowering, her buds greatly increase their mass and density and become encrusted with a trademark layer of oversized resin glands, courtesy of the one and only Northern Lights #5. Remarkable hybrid vigour allows feminized Shiva Skunk to out-perform even its distinguished parents in terms of yield and resin content.Bouquet is musky and dank with sweet-citrus undertones; smoke is thick, expansive and resinous, described as &acute;creamy&acute; by veterans, sometimes as &acute;oily&acute; or &acute;heavy&acute; by novices. Shiva Skunk&acute;s extreme body-mind potency can have a range of different effects in smokers, making them red-eyed and giggly, or deeply contemplative, or even filling them with energy and a desire for adventure. This is not a smoke to be taken lightly; remember that Lord Shiva&acute;s primary title is The Destroyer!",,"NL #5 x Skunk #1","Mostly Indica","45-55 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Body,Head,Long-lasting,Strong",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/shiva-skunk-feminised-seeds-2242,,,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-esk-fem,"2011-10-21 11:19:04","Early Skunk Feminised Seeds",sensi-esk-fem,"Sensi Seeds",0.0000,22.0000,,"For excellent results and reliable performance, Early Skunk could qualify as the best all-round strain in the Sensi Seed Bank Outdoor collection. Now available as a feminized variety. Just like the original, feminized Early Skunk seeds produce tough, fast and amazingly vibrant plants that produce lush, heavy harvests of dank, frosted bud in virtually any climate.Feminized Early Skunk seeds bring together the bulk and vigour of Skunk #1 and the outdoor hardiness of Early Pearl in a turbo-charged, all-female cannabis hybrid that is happy in the garden, on the balcony or in any outdoor location with access to direct sunlight.The influence of the Early Pearl parent allows Early Skunk to finish weeks earlier than Skunk#1 and greatly increases the strain&acute;s resistance to mould and fungus. The release of this superb outdoor hybrid as a reliable, uniform, feminized strain is the last step in perfecting Early Skunk &ndash; she&acute;s potent, productive, hardy, easy and now carries no risk of producing male plants!Indica features dominate the growth pattern of feminized Early Skunk, giving her a solid, resin-encrusted flower formation and massive yields. Early Skunk&acute;s Sativa side causes extra &acute;run&acute; in her thick arms of bud, and is much more noticeable when sampled - imparting a smooth, buoyant high which blends with and lifts the warm, powerful Skunk stone, carrying it to new and interesting places.",,"Skunk #1 x Early Pearl","Mostly Indica","55 - 65 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Body,Head",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/early-skunk-feminised-seeds,http://tiger-one.eu/media/catalog/product/e/a/early-skunk-feminised.jpg,http://tiger-one.eu/media/catalog/product/e/a/early_skunk_fem.jpeg,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-esk-fem,"2011-10-21 11:20:16","Early Skunk Feminised Seeds",SENF0008,"Sensi Seeds",31.1300,66.0000,"10 Seeds","For excellent results and reliable performance, Early Skunk could qualify as the best all-round strain in the Sensi Seed Bank Outdoor collection. Now available as a feminized variety. Just like the original, feminized Early Skunk seeds produce tough, fast and amazingly vibrant plants that produce lush, heavy harvests of dank, frosted bud in virtually any climate.Feminized Early Skunk seeds bring together the bulk and vigour of Skunk #1 and the outdoor hardiness of Early Pearl in a turbo-charged, all-female cannabis hybrid that is happy in the garden, on the balcony or in any outdoor location with access to direct sunlight.The influence of the Early Pearl parent allows Early Skunk to finish weeks earlier than Skunk#1 and greatly increases the strain&acute;s resistance to mould and fungus. The release of this superb outdoor hybrid as a reliable, uniform, feminized strain is the last step in perfecting Early Skunk &ndash; she&acute;s potent, productive, hardy, easy and now carries no risk of producing male plants!Indica features dominate the growth pattern of feminized Early Skunk, giving her a solid, resin-encrusted flower formation and massive yields. Early Skunk&acute;s Sativa side causes extra &acute;run&acute; in her thick arms of bud, and is much more noticeable when sampled - imparting a smooth, buoyant high which blends with and lifts the warm, powerful Skunk stone, carrying it to new and interesting places.",,"Skunk #1 x Early Pearl","Mostly Indica","55 - 65 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Body,Head",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/early-skunk-feminised-seeds-2244,,,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-esk-fem,"2011-10-21 11:21:48","Early Skunk Feminised Seeds",SENF0508,"Sensi Seeds",16.5100,35.0000,"5 Seeds","For excellent results and reliable performance, Early Skunk could qualify as the best all-round strain in the Sensi Seed Bank Outdoor collection. Now available as a feminized variety. Just like the original, feminized Early Skunk seeds produce tough, fast and amazingly vibrant plants that produce lush, heavy harvests of dank, frosted bud in virtually any climate.Feminized Early Skunk seeds bring together the bulk and vigour of Skunk #1 and the outdoor hardiness of Early Pearl in a turbo-charged, all-female cannabis hybrid that is happy in the garden, on the balcony or in any outdoor location with access to direct sunlight.The influence of the Early Pearl parent allows Early Skunk to finish weeks earlier than Skunk#1 and greatly increases the strain&acute;s resistance to mould and fungus. The release of this superb outdoor hybrid as a reliable, uniform, feminized strain is the last step in perfecting Early Skunk &ndash; she&acute;s potent, productive, hardy, easy and now carries no risk of producing male plants!Indica features dominate the growth pattern of feminized Early Skunk, giving her a solid, resin-encrusted flower formation and massive yields. Early Skunk&acute;s Sativa side causes extra &acute;run&acute; in her thick arms of bud, and is much more noticeable when sampled - imparting a smooth, buoyant high which blends with and lifts the warm, powerful Skunk stone, carrying it to new and interesting places.",,"Skunk #1 x Early Pearl","Mostly Indica","55 - 65 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Body,Head",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/early-skunk-feminised-seeds-2245,,,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-nl5xh-fem,"2011-10-21 13:32:23","NL#5 x Haze Feminised Seeds",sensi-nl5xh-fem,"Sensi Seeds",0.0000,62.0000,,"Opposites collide in perfect hybrid fusion! Feminized Northern Lights#5 x Haze balances the finest features of soaring tropical Sativa and voluptuous, earth-shaking Indica. Universally regarded as a high-point in cannabis breeding, many weed scholars consider her unsurpassed. Her tendency to make a permanent impression on people owes a great deal to the fact that her Sativa genes are fully and joyfully expressed, instead of being dominated by the power of her Afghani parent.Expect significant height gain from feminized Northern Lights#5 x Haze.&nbsp; Gaps between internodes are quickly filled by long, running colas. At the mid-point of blooming main stem and branches are completely obscured by sticky, profusely hairy buds which then swell in every direction until the end of flowering. It&rsquo;s quite common for Northern Lights#5 x Haze to produce terminal buds longer and thicker than an arm!",,"NL#5 x Haze","Mostly Sativa","65-75 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Cerebral,Psychedelic,Uplifting",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/nl-5-x-haze-feminised-seeds,http://tiger-one.eu/media/catalog/product/n/o/northern-lights-5-x-haze-feminised.jpg,http://tiger-one.eu/media/catalog/product/n/o/northern_lights_5_x_haze_fem.jpeg,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-nl5xh-fem,"2011-10-21 13:33:41","NL#5 x Haze Feminised Seeds",SENF0009,"Sensi Seeds",89.6200,190.0000,"10 Seeds","Opposites collide in perfect hybrid fusion! Feminized Northern Lights#5 x Haze balances the finest features of soaring tropical Sativa and voluptuous, earth-shaking Indica. Universally regarded as a high-point in cannabis breeding, many weed scholars consider her unsurpassed. Her tendency to make a permanent impression on people owes a great deal to the fact that her Sativa genes are fully and joyfully expressed, instead of being dominated by the power of her Afghani parent.Expect significant height gain from feminized Northern Lights#5 x Haze.&nbsp; Gaps between internodes are quickly filled by long, running colas. At the mid-point of blooming main stem and branches are completely obscured by sticky, profusely hairy buds which then swell in every direction until the end of flowering. It&rsquo;s quite common for Northern Lights#5 x Haze to produce terminal buds longer and thicker than an arm!",,"NL#5 x Haze","Mostly Sativa","65-75 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Cerebral,Psychedelic,Uplifting",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/nl-5-x-haze-feminised-seeds-2247,,,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-nl5xh-fem,"2011-10-21 13:42:18","NL#5 x Haze Feminised Seeds",SENF0509,"Sensi Seeds",47.6400,101.0000,"5 Seeds","Opposites collide in perfect hybrid fusion! Feminized Northern Lights#5 x Haze balances the finest features of soaring tropical Sativa and voluptuous, earth-shaking Indica. Universally regarded as a high-point in cannabis breeding, many weed scholars consider her unsurpassed. Her tendency to make a permanent impression on people owes a great deal to the fact that her Sativa genes are fully and joyfully expressed, instead of being dominated by the power of her Afghani parent.Expect significant height gain from feminized Northern Lights#5 x Haze.&nbsp; Gaps between internodes are quickly filled by long, running colas. At the mid-point of blooming main stem and branches are completely obscured by sticky, profusely hairy buds which then swell in every direction until the end of flowering. It&rsquo;s quite common for Northern Lights#5 x Haze to produce terminal buds longer and thicker than an arm!",,"NL#5 x Haze","Mostly Sativa","65-75 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Cerebral,Psychedelic,Uplifting",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/nl-5-x-haze-feminised-seeds-2248,,,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-skk-fem,"2011-10-21 13:49:16","Skunk Kush Feminised Seeds",sensi-skk-fem,"Sensi Seeds",0.0000,33.0000,,"As suggested by its name, Sensi&rsquo;s latest feminised Skunk hybrid mixes the pure Afghani genes of Hindu Kush with the explosive vigour and unstoppable performance of Skunk #1. Less well known is that there are several generations of cross-breeding in the history of the original Skunk Kush that add a distinctly different character and flavour to both the regular strain and the new all-female version. Feminised Skunk Kush has the thick stems and dark, leathery foliage of her Afghanica parent and displays Skunk&rsquo;s vigour and size, typically gaining 150% or more of her vegetated height in flowering, occasionally more. Bud formation is the particular winner in this pungent, hashy melting pot of cannabis cultivars. Thick Afghani-Skunk nuggets are normal in the all-female version of Skunk Kush, and Sensi's favourite phenotypes have an incredible, towering flower structure composed of grape-like bunches of buds. The swollen calyxes make for solid, semi-open buds with good weight and a large surface area for resin glands to develop. Across the strain, musky Skunk and dark, resinous Afghani aromas are complemented by a sharp citrus zest.The star phenotypes take the fruity tang to sensational heights with lusciously sharp lemon and menthol flavours that linger on the palate and open up the airways. A booming body-stone is the most powerful effect felt from the Afghani-influenced females, while the Skunk-Sativa throwbacks add a sizzling sideways counterpunch. A dreamy, giggly, red-eyed high can always be expected from feminised Skunk Kush!",,"Skunk #1 x Hindu Kush","Indica / Sativa","50-60 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Body,Head,Long-lasting,Physical,Strong",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/skunk-kush-feminised-seeds,http://tiger-one.eu/media/catalog/product/s/k/skunk-kush-feminized.jpg,http://tiger-one.eu/media/catalog/product/s/k/skunk_kush_fem.jpeg,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-skk-fem,"2011-10-21 13:52:15","Skunk Kush Feminised Seeds",SENF0010,"Sensi Seeds",47.6400,101.0000,"10 Seeds","As suggested by its name, Sensi&rsquo;s latest feminised Skunk hybrid mixes the pure Afghani genes of Hindu Kush with the explosive vigour and unstoppable performance of Skunk #1. Less well known is that there are several generations of cross-breeding in the history of the original Skunk Kush that add a distinctly different character and flavour to both the regular strain and the new all-female version. Feminised Skunk Kush has the thick stems and dark, leathery foliage of her Afghanica parent and displays Skunk&rsquo;s vigour and size, typically gaining 150% or more of her vegetated height in flowering, occasionally more. Bud formation is the particular winner in this pungent, hashy melting pot of cannabis cultivars. Thick Afghani-Skunk nuggets are normal in the all-female version of Skunk Kush, and Sensi's favourite phenotypes have an incredible, towering flower structure composed of grape-like bunches of buds. The swollen calyxes make for solid, semi-open buds with good weight and a large surface area for resin glands to develop. Across the strain, musky Skunk and dark, resinous Afghani aromas are complemented by a sharp citrus zest.The star phenotypes take the fruity tang to sensational heights with lusciously sharp lemon and menthol flavours that linger on the palate and open up the airways. A booming body-stone is the most powerful effect felt from the Afghani-influenced females, while the Skunk-Sativa throwbacks add a sizzling sideways counterpunch. A dreamy, giggly, red-eyed high can always be expected from feminised Skunk Kush!",,"Skunk #1 x Hindu Kush","Indica / Sativa","50-60 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Body,Head,Long-lasting,Physical,Strong",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/skunk-kush-feminised-seeds-2250,,,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
sensi-skk-fem,"2011-10-21 13:53:20","Skunk Kush Feminised Seeds",SENF0510,"Sensi Seeds",24.5300,52.0000,"5 Seeds","As suggested by its name, Sensi&rsquo;s latest feminised Skunk hybrid mixes the pure Afghani genes of Hindu Kush with the explosive vigour and unstoppable performance of Skunk #1. Less well known is that there are several generations of cross-breeding in the history of the original Skunk Kush that add a distinctly different character and flavour to both the regular strain and the new all-female version. Feminised Skunk Kush has the thick stems and dark, leathery foliage of her Afghanica parent and displays Skunk&rsquo;s vigour and size, typically gaining 150% or more of her vegetated height in flowering, occasionally more. Bud formation is the particular winner in this pungent, hashy melting pot of cannabis cultivars. Thick Afghani-Skunk nuggets are normal in the all-female version of Skunk Kush, and Sensi's favourite phenotypes have an incredible, towering flower structure composed of grape-like bunches of buds. The swollen calyxes make for solid, semi-open buds with good weight and a large surface area for resin glands to develop. Across the strain, musky Skunk and dark, resinous Afghani aromas are complemented by a sharp citrus zest.The star phenotypes take the fruity tang to sensational heights with lusciously sharp lemon and menthol flavours that linger on the palate and open up the airways. A booming body-stone is the most powerful effect felt from the Afghani-influenced females, while the Skunk-Sativa throwbacks add a sizzling sideways counterpunch. A dreamy, giggly, red-eyed high can always be expected from feminised Skunk Kush!",,"Skunk #1 x Hindu Kush","Indica / Sativa","50-60 days",Photoperiod,Feminised,,Unknown,High,"Grows indoors,Grows outdoors",,,,"Body,Head,Long-lasting,Physical,Strong",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/skunk-kush-feminised-seeds-2251,,,"Sensi Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
dina-critjackauto-fem,"2011-10-26 16:49:47","Critical Jack Auto Feminised Seeds",dina-critjackauto-fem,"Dinafem Seeds",0.0000,10.0000,,"From the union of 2 superb clones that combine the highest production of dry weight in the shortest possible time and strength, plus the endurance and power of one of the best cannabis hybrid of history, born Critical Jack. The combination of this strain with Dinafems best autoflowering line has led them to create the express version. It is surprising the solid buds covered with large resin.  The quality of the final product is what makes the difference from less enhanced strains. Look forward to hard tight buds, strong odours, completely covered with resin, and intense sweet flavour, with hints of lemon and frankincense.",,,,"70-80 days",Autoflowering,Feminised,"10% - 14%","Medium (1-5%)","Low,Medium","Greenhouse,Grows indoors,Grows outdoors","50 - 100 cm.",,,"Body,Cerebral,Long-lasting,Physical,Powerful",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/critical-jack-automatic-feminised-seeds,http://tiger-one.eu/media/catalog/product/f/i/file_99_31.jpg,,"Dinafem, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
dina-critjackauto-fem,"2011-10-26 16:51:45","Critical Jack Auto Feminised Seeds",DINACJA3,"Dinafem Seeds",10.7500,23.0000,"3 Seeds","From the union of 2 superb clones that combine the highest production of dry weight in the shortest possible time and strength, plus the endurance and power of one of the best cannabis hybrid of history, born Critical Jack. The combination of this strain with Dinafems best autoflowering line has led them to create the express version. It is surprising the solid buds covered with large resin.  The quality of the final product is what makes the difference from less enhanced strains. Look forward to hard tight buds, strong odours, completely covered with resin, and intense sweet flavour, with hints of lemon and frankincense.",,,,"70-80 days",Autoflowering,Feminised,"10% - 14%","Medium (1-5%)","Low,Medium","Greenhouse,Grows indoors,Grows outdoors","50 - 100 cm.",,,"Body,Cerebral,Long-lasting,Physical,Powerful",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/critical-jack-automatic-feminised-seeds-2259,,,"Dinafem, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
dina-critjackauto-fem,"2011-10-26 16:54:22","Critical Jack Auto Feminised Seeds",DINACJA5,"Dinafem Seeds",17.2900,37.0000,"5 Seeds","From the union of 2 superb clones that combine the highest production of dry weight in the shortest possible time and strength, plus the endurance and power of one of the best cannabis hybrid of history, born Critical Jack. The combination of this strain with Dinafems best autoflowering line has led them to create the express version. It is surprising the solid buds covered with large resin.  The quality of the final product is what makes the difference from less enhanced strains. Look forward to hard tight buds, strong odours, completely covered with resin, and intense sweet flavour, with hints of lemon and frankincense.",,,,"70-80 days",Autoflowering,Feminised,"10% - 14%","Medium (1-5%)","Low,Medium","Greenhouse,Grows indoors,Grows outdoors","50 - 100 cm.",,,"Body,Cerebral,Long-lasting,Physical,Powerful",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/critical-jack-automatic-feminised-seeds-2260,,,"Dinafem, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
dina-critjackauto-fem,"2011-10-26 16:57:45","Critical Jack Auto Feminised Seeds",DINACJA10,"Dinafem Seeds",35.0500,75.0000,"10 Seeds","From the union of 2 superb clones that combine the highest production of dry weight in the shortest possible time and strength, plus the endurance and power of one of the best cannabis hybrid of history, born Critical Jack. The combination of this strain with Dinafems best autoflowering line has led them to create the express version. It is surprising the solid buds covered with large resin.  The quality of the final product is what makes the difference from less enhanced strains. Look forward to hard tight buds, strong odours, completely covered with resin, and intense sweet flavour, with hints of lemon and frankincense.",,,,"70-80 days",Autoflowering,Feminised,"10% - 14%","Medium (1-5%)","Low,Medium","Greenhouse,Grows indoors,Grows outdoors","50 - 100 cm.",,,"Body,Cerebral,Long-lasting,Physical,Powerful",https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/critical-jack-automatic-feminised-seeds-2261,,,"Dinafem, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
dina-origamnesia-fem,"2011-11-08 17:25:54","Original Amnesia Feminised Seeds",dina-origamnesia-fem,"Dinafem Seeds",0.0000,10.0000,,"After many years winning cups, Amnesia remains the No. 1 in coffee shops all over Holland, and seeing its name and reputation grow, the operator of Amnesia has produced the first Original Amnesia feminized. Amnesia is a race of brutal power production and created by a Dutch farmer from the famous Haze and Northern Lights, and others. In the Netherlands it is one of the most sold in coffeeshops year after year, and has won many awards, so many that it is difficult to name them all. It is a sativa that flowers as an indica, fast, very productive, and manageable height. It produces a very high potency with a very sweet Haze, sweeter than the vast majority of hybrids, and a large amount of resin crystals. The high production of this elite clone has been determined to become a favourite in the Netherlands and because of that prestige it has become a highly sought variety in Europe. The breeder recommends that it is treated with respect, as it is said that its power is very high and to be careful with it, because it can cause temporary memory loss.",,"Haze x Afghani","Mostly Sativa","65 days",Photoperiod,Feminised,18%,"Low (0-1%)",High,"Greenhouse,Grows indoors,Grows outdoors","Up to 3.5 meters outdoors",,,"Cerebral,Euphoric,Physical,Powerful,Sedative,Uplifting",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/original-amnesia-feminised-seeds,http://tiger-one.eu/media/catalog/product/o/r/original_amnesia_cat2011_-3651.jpg,,"Dinafem, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
dina-origamnesia-fem,"2011-11-08 17:30:19","Original Amnesia Feminised Seeds",DINAOA3,"Dinafem Seeds",12.1500,26.0000,"3 Seeds","After many years winning cups, Amnesia remains the No. 1 in coffee shops all over Holland, and seeing its name and reputation grow, the operator of Amnesia has produced the first Original Amnesia feminized. Amnesia is a race of brutal power production and created by a Dutch farmer from the famous Haze and Northern Lights, and others. In the Netherlands it is one of the most sold in coffeeshops year after year, and has won many awards, so many that it is difficult to name them all. It is a sativa that flowers as an indica, fast, very productive, and manageable height. It produces a very high potency with a very sweet Haze, sweeter than the vast majority of hybrids, and a large amount of resin crystals. The high production of this elite clone has been determined to become a favourite in the Netherlands and because of that prestige it has become a highly sought variety in Europe. The breeder recommends that it is treated with respect, as it is said that its power is very high and to be careful with it, because it can cause temporary memory loss.",,"Haze x Afghani","Mostly Sativa","65 days",Photoperiod,Feminised,18%,"Low (0-1%)",High,"Greenhouse,Grows indoors,Grows outdoors","Up to 3.5 meters outdoors",,,"Cerebral,Euphoric,Physical,Powerful,Sedative,Uplifting",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/original-amnesia-feminised-seeds-2266,,,"Dinafem, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
dina-origamnesia-fem,"2011-11-08 17:31:28","Original Amnesia Feminised Seeds",DINAOA5,"Dinafem Seeds",20.0900,43.0000,"5 Seeds","After many years winning cups, Amnesia remains the No. 1 in coffee shops all over Holland, and seeing its name and reputation grow, the operator of Amnesia has produced the first Original Amnesia feminized. Amnesia is a race of brutal power production and created by a Dutch farmer from the famous Haze and Northern Lights, and others. In the Netherlands it is one of the most sold in coffeeshops year after year, and has won many awards, so many that it is difficult to name them all. It is a sativa that flowers as an indica, fast, very productive, and manageable height. It produces a very high potency with a very sweet Haze, sweeter than the vast majority of hybrids, and a large amount of resin crystals. The high production of this elite clone has been determined to become a favourite in the Netherlands and because of that prestige it has become a highly sought variety in Europe. The breeder recommends that it is treated with respect, as it is said that its power is very high and to be careful with it, because it can cause temporary memory loss.",,"Haze x Afghani","Mostly Sativa","65 days",Photoperiod,Feminised,18%,"Low (0-1%)",High,"Greenhouse,Grows indoors,Grows outdoors","Up to 3.5 meters outdoors",,,"Cerebral,Euphoric,Physical,Powerful,Sedative,Uplifting",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/original-amnesia-feminised-seeds-2267,,,"Dinafem, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
